gene_id	gene_name	SRR3222409_KO	SRR3222410_KO	SRR3222411_KO	SRR3222412_WT	SRR3222413_WT	SRR3222414_WT
ENSMUSG00000024729	Ms4a20	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024730	Ms4a8a	6.94262189687933	6.86029628209775	6.90434364114117	6.86951062302783	6.69309390772734	6.88325973737487
ENSMUSG00000024731	Ms4a10	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024732	Ccdc86	8.19170192770571	8.16209795768918	8.18013573643491	8.05919984405968	8.08628627309111	8.08749027671974
ENSMUSG00000024734	Zp1	6.69309390772734	6.69309390772734	6.95170575136151	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024735	Prpf19	10.0604938452338	9.89574502916739	10.0608835375026	9.90851850354338	9.90445103798536	9.6624287901723
ENSMUSG00000024736	Tmem132a	8.62970419044651	8.43983366727928	8.43980284602537	8.25715794813814	8.18421258363792	8.09305825908048
ENSMUSG00000024737	Slc15a3	7.34845668209767	7.29197880876875	7.30494214112459	7.18992790938474	7.20237706008236	7.19406889549228
ENSMUSG00000024738	Pga5	6.83727858405132	6.69309390772734	6.69309390772734	6.81787819900811	6.69309390772734	6.69309390772734
ENSMUSG00000024740	Ddb1	11.0960973935884	11.1902750722033	11.1178869235347	11.2679045674325	11.1392315317288	11.01267035584
ENSMUSG00000024742	Fen1	8.42820603826745	8.43983366727928	8.38803598569939	8.39688847533536	8.50522507519691	8.0985976928779
ENSMUSG00000024743	Syt7	7.0997321052499	7.4147721724162	7.3393737593904	7.44386353180665	7.45494699691135	7.43414596230346
ENSMUSG00000024747	Aldh1a7	7.14735678640726	7.02694047235869	7.13983569495576	7.39233618712362	7.30839975944614	7.57204002277272
ENSMUSG00000024749	Tmc1	6.83727858405132	6.69309390772734	6.84253668835852	6.86951062302783	6.92179713828805	6.69309390772734
ENSMUSG00000024750	Zfand5	9.93519439528374	9.83696174675155	9.83815735579294	9.78439088473066	9.88982320027091	9.90971146581187
ENSMUSG00000024754	Cemip2	8.60932295407031	8.97409041880478	8.90761740209233	9.23936411867576	9.18044861936393	9.08426657784404
ENSMUSG00000024757	Slc22a19	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.82761009188626
ENSMUSG00000024758	Rtn3	10.2675122326891	10.4073470739051	10.3846253956722	10.5945400630739	10.6606259448176	10.7909521407974
ENSMUSG00000024759	Atl3	9.1865118158533	9.27185330635516	9.3951583086916	9.4637260373638	9.32224031245424	9.28249809752491
ENSMUSG00000024761	Gm16437	6.83727858405132	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024764	Naa40	8.36965626212087	8.50167001746126	8.57854832140744	8.49861599095764	8.47097269400783	8.34099833297547
ENSMUSG00000024766	Lipo3	8.02165585751826	7.87748534996017	7.91594717137024	7.99829416223686	8.15927441574405	8.0985976928779
ENSMUSG00000024767	Otub1	9.31750831780389	9.23459959362676	9.15303354232259	9.2163131889498	9.33822695203486	9.15440751597829
ENSMUSG00000024768	Lipf	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024769	Cdc42bpg	7.72131076021071	7.89843065187862	7.73782847668384	7.9335826790535	7.90420238367513	7.85728743008629
ENSMUSG00000024770	Lipn	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024771	Lipk	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734	6.69309390772734
ENSMUSG00000024772	Ehd1	9.4994753943387	9.55194121347459	9.41693259812597	9.42435399919979	9.45619325493361	9.6076026033619
ENSMUSG00000024773	Atg2a	8.404157833162	8.36793964262832	8.21136377323174	8.36724075663821	8.16931682034135	8.30477021510553
